Name	Source	ID	Link	Creators	Tags	Creation time	Update time	Latest version	Versions	Number of steps	Tools	EDAM operations	EDAM topics	License	DOI	Projects	To keep	Deprecated
Copy Of GTN Training - Antibiotic Resistance Detection	WorkflowHub	1477	https://workflowhub.eu/workflows/1477?version=1		gtn, galaxy, microbiome	2025-06-02	2025-06-02	1	1	12.0	minimap2, miniasm, nanoplot, PlasFlow, gfa_to_fa, bandage_image, unicycler, staramr_search, racon	De-novo assembly, Pairwise sequence alignment, Sequence analysis, Box-Whisker plot plotting, Aggregation, Mapping assembly, Sequence assembly visualisation, Scatter plot plotting, Genome assembly, Antimicrobial resistance prediction		CC-BY-4.0		Galaxy Training Network	True	False
Amplicon Tutorial	WorkflowHub	1476	https://workflowhub.eu/workflows/1476?version=1		gtn, galaxy, microbiome	2025-06-02	2025-06-02	1	1	17.0	mothur_pre_cluster, mothur_classify_seqs, mothur_cluster_split, mothur_make_shared, mothur_merge_files, mothur_filter_seqs, mothur_make_group, mothur_summary_seqs, mothur_unique_seqs, krona-text, mothur_screen_seqs, mothur_classify_otu, mothur_align_seqs, mothur_count_seqs, mothur_make_biom	Sequence read processing, Taxonomic classification, DNA barcoding, Phylogenetic analysis, Sequence clustering, Sequencing quality control, Visualisation		CC-BY-4.0		Galaxy Training Network	True	False
Training: 16S rRNA Analysis with Nanopore Sequencing Reads	WorkflowHub	1473	https://workflowhub.eu/workflows/1473?version=1		gtn, galaxy, microbiome	2025-06-02	2025-06-02	1	1	11.0	fastqc, fastp, multiqc, datamash_reverse, kraken2, Remove beginning1, tp_replace_in_line, taxonomy_krona_chart, porechop	Validation, Taxonomic classification, Statistical calculation, Sequence composition calculation, Visualisation, Sequencing quality control, Sequence contamination filtering		CC-BY-4.0		Galaxy Training Network	True	False
"WGS Part In ""Analyses Of Metagenomics Data - The Global Picture"""	WorkflowHub	1472	https://workflowhub.eu/workflows/1472?version=1		gtn, galaxy, microbiome	2025-06-02	2025-06-02	1	1	7.0	humann2, humann2_regroup_table, metaphlan2krona, metaphlan2, taxonomy_krona_chart, humann2_renorm_table	Visualisation		CC-BY-4.0		Galaxy Training Network	True	False
Query a metaplasmidome database to identify and annotate plasmids in metagenomes	WorkflowHub	1469	https://workflowhub.eu/workflows/1469?version=1		gtn, galaxy, metagenomics, metaplasmidome, name:microgalaxy	2025-06-02	2025-06-02	1	1	47.0	minimap2, cat1, add_column_headers, MQoutputfilter, Add_a_column1, sort1, join1, tp_replace_in_column, Grouping1, tp_sorted_uniq, CONVERTER_fasta_to_tabular, Filter1, histogram_rpy, ggplot2_histogram, Cut1, tab2fasta, tp_tail_tool, count_gff_features	Pairwise sequence alignment, Visualisation		MIT		Galaxy Training Network	True	False
Training: 16S rRNA Sequencing With Mothur: Main Tutorial	WorkflowHub	1465	https://workflowhub.eu/workflows/1465?version=1		gtn, galaxy, microbiome	2025-06-02	2025-06-02	1	1	38.0	mothur_remove_groups, mothur_cluster, mothur_venn, mothur_heatmap_sim, mothur_make_shared, mothur_summary_seqs, mothur_get_groups, mothur_chimera_vsearch, mothur_align_seqs, XY_Plot_1, mothur_classify_seqs, mothur_seq_error, mothur_make_contigs, mothur_tree_shared, mothur_rarefaction_single, mothur_unique_seqs, mothur_screen_seqs, mothur_sub_sample, mothur_summary_single, mothur_dist_seqs, mothur_taxonomy_to_krona, mothur_make_biom, mothur_pre_cluster, mothur_dist_shared, mothur_count_groups, newick_display, mothur_cluster_split, mothur_filter_seqs, mothur_classify_otu, mothur_remove_seqs, mothur_count_seqs, mothur_remove_lineage, taxonomy_krona_chart	Sequence read processing, Taxonomic classification, DNA barcoding, Phylogenetic tree analysis, Phylogenetic tree reconstruction, Phylogenetic tree generation, Phylogenetic analysis, Sequence clustering, Sequencing quality control, Visualisation		CC-BY-4.0		Galaxy Training Network	True	False
Workflow for Identifying MF from ITS2 sequencing using LotuS2 - tutorial example run'	WorkflowHub	1460	https://workflowhub.eu/workflows/1460?version=1		ecology, fungi, gtn, galaxy, lotus2, metagenomics	2025-06-02	2025-06-02	1	1	1.0	lotus2	Sequence feature detection, DNA barcoding		MIT		Galaxy Training Network	True	False
Identification of the micro-organisms in a beer using Nanopore sequencing	WorkflowHub	1439	https://workflowhub.eu/workflows/1439?version=1		gtn, galaxy, microbiome	2025-06-02	2025-06-02	1	1	8.0	fastqc, fastp, krakentools_kreport2krona, Filter1, kraken2, taxonomy_krona_chart, porechop	Aggregation, Taxonomic classification, Statistical calculation, Sequence composition calculation, Visualisation, Sequencing quality control, Sequence contamination filtering		MIT		Galaxy Training Network	True	False
Calculating diversity from microbiome taxonomic data	WorkflowHub	1431	https://workflowhub.eu/workflows/1431?version=1		gtn, galaxy, name:gtn	2025-06-02	2025-06-02	1	1	6.0	krakentools_beta_diversity, krakentools_alpha_diversity	Aggregation, Visualisation		MIT		Galaxy Training Network	True	False
Workflow 3: Classification [Galaxy Training: 16S Microbial Analysis With Mothur]	WorkflowHub	1428	https://workflowhub.eu/workflows/1428?version=1		gtn, galaxy, microbiome	2025-06-02	2025-06-02	1	1	3.0	mothur_remove_lineage, mothur_classify_seqs, mothur_summary_seqs	Sequence read processing, Taxonomic classification, DNA barcoding, Phylogenetic analysis, Sequence clustering, Sequencing quality control, Visualisation		MIT		Galaxy Training Network	True	False
Workflow 1: Quality Control [Galaxy Training: 16S Microbial Analysis With Mothur]	WorkflowHub	1422	https://workflowhub.eu/workflows/1422?version=1		gtn, galaxy, microbiome	2025-06-02	2025-06-02	1	1	5.0	mothur_unique_seqs, mothur_count_seqs, mothur_screen_seqs, mothur_summary_seqs	Sequence read processing, Taxonomic classification, DNA barcoding, Phylogenetic analysis, Sequence clustering, Sequencing quality control, Visualisation		MIT		Galaxy Training Network	True	False
Workflow7: Beta Diversity [Galaxy Training: 16S Microbial Analysis With Mothur]	WorkflowHub	1418	https://workflowhub.eu/workflows/1418?version=1		gtn, galaxy, microbiome	2025-06-02	2025-06-02	1	1	6.0	collapse_dataset, mothur_dist_shared, newick_display, mothur_tree_shared, mothur_venn, mothur_heatmap_sim	Sequence read processing, Taxonomic classification, DNA barcoding, Phylogenetic tree analysis, Phylogenetic tree reconstruction, Phylogenetic tree generation, Phylogenetic analysis, Sequence clustering, Sequencing quality control, Visualisation		MIT		Galaxy Training Network	True	False
Workflow 6: Alpha Diversity [Galaxy Training: 16S Microbial Analysis With Mothur]	WorkflowHub	1412	https://workflowhub.eu/workflows/1412?version=1		gtn, galaxy, microbiome	2025-06-02	2025-06-02	1	1	3.0	mothur_summary_single, mothur_rarefaction_single, XY_Plot_1	Sequence read processing, Taxonomic classification, DNA barcoding, Phylogenetic analysis, Sequence clustering, Sequencing quality control, Visualisation		MIT		Galaxy Training Network	True	False
Workflow 4: Mock OTU Clustering [Galaxy Training: 16S Microbial Analysis With Mothur]	WorkflowHub	1408	https://workflowhub.eu/workflows/1408?version=1		gtn, galaxy, microbiome	2025-06-02	2025-06-02	1	1	4.0	mothur_rarefaction_single, mothur_dist_seqs, mothur_make_shared, mothur_cluster	Sequence read processing, Taxonomic classification, DNA barcoding, Phylogenetic analysis, Sequence clustering, Sequencing quality control, Visualisation		MIT		Galaxy Training Network	True	False
Workflow 5: OTU Clustering [Galaxy Training: 16S Microbial Analysis With Mothur]	WorkflowHub	1404	https://workflowhub.eu/workflows/1404?version=1		gtn, galaxy, microbiome	2025-06-02	2025-06-02	1	1	6.0	mothur_count_groups, mothur_cluster_split, mothur_remove_groups, mothur_make_shared, mothur_sub_sample, mothur_classify_otu	Sequence read processing, Taxonomic classification, DNA barcoding, Phylogenetic analysis, Sequence clustering, Sequencing quality control, Visualisation		MIT		Galaxy Training Network	True	False
Workflow 2: Data Cleaning And Chimera Removal [Galaxy Training: 16S Microbial Analysis With Mothur]	WorkflowHub	1400	https://workflowhub.eu/workflows/1400?version=1		gtn, galaxy, microbiome	2025-06-02	2025-06-02	1	1	9.0	mothur_pre_cluster, mothur_filter_seqs, mothur_summary_seqs, mothur_unique_seqs, mothur_chimera_vsearch, mothur_screen_seqs, mothur_remove_seqs	Sequence read processing, Taxonomic classification, DNA barcoding, Phylogenetic analysis, Sequence clustering, Sequencing quality control, Visualisation		MIT		Galaxy Training Network	True	False
GTN Training - Antibiotic Resistance Detection	WorkflowHub	406	https://workflowhub.eu/workflows/406?version=1	Saskia Hiltemann, Willem de Koning	metagenomics	2022-11-24	2026-05-13	1	1	12.0	minimap2, miniasm, nanoplot, PlasFlow, gfa_to_fa, bandage_image, unicycler, staramr_search, racon	De-novo assembly, Pairwise sequence alignment, Sequence analysis, Box-Whisker plot plotting, Aggregation, Mapping assembly, Sequence assembly visualisation, Scatter plot plotting, Genome assembly, Antimicrobial resistance prediction	Microbiology	CC-BY-4.0		Galaxy Training Network	True	False
3: Plant virus exploration	WorkflowHub	103	https://workflowhub.eu/workflows/103?version=1		de_novo, virology, exploration	2021-02-04	2026-05-13	1	1	2.0	shovill, fastp	Genome assembly, Sequencing quality control, Sequence contamination filtering		Apache-2.0		Integrated and Urban Plant Pathology Laboratory	True	False
2: Plant virus confirmation	WorkflowHub	102	https://workflowhub.eu/workflows/102?version=1		assembly, virology, blast, mapping, reads_selection	2021-02-04	2026-05-13	1	1	7.0	minimap2, fasta_merge_files_and_filter_unique_sequences, ncbi_blastn_wrapper, samtools_stats, shovill, ngsutils_bam_filter, picard_SamToFastq	Variant calling, Read pre-processing, Formatting, Pairwise sequence alignment, Genome assembly, Sequencing quality control, Sequence contamination filtering		Apache-2.0		Integrated and Urban Plant Pathology Laboratory	True	False
1: Plant virus detection with kraken2 (SE)	WorkflowHub	124	https://workflowhub.eu/workflows/124?version=1		virology, kraken	2021-06-17	2026-05-13	1	1	3.0	kraken2, Kraken2Tax, taxonomy_krona_chart	Visualisation, Taxonomic classification		Apache-2.0		Integrated and Urban Plant Pathology Laboratory	True	False
1: Plant virus detection with kraken2 (PE)	WorkflowHub	101	https://workflowhub.eu/workflows/101?version=1		virology, kraken	2021-02-04	2026-05-13	1	1	3.0	kraken2, Kraken2Tax, taxonomy_krona_chart	Visualisation, Taxonomic classification		Apache-2.0		Integrated and Urban Plant Pathology Laboratory	True	False
MPXV (Mpox) Phylogenetic Analysis with Squirrel	WorkflowHub	2196	https://workflowhub.eu/workflows/2196?version=1	Tristan Reynolds, Ammar Aziz	amplicon, mpox, ont, virus, mpxv, phylogeny	2026-06-18	2026-06-25	1	1	3.0	regex1, squirrel_phylo, squirrel_qc	Sequencing quality control, Phylogenetic analysis	Bioinformatics, Biomedical science, Genomics, Virology	MIT	10.48546/workflowhub.workflow.2196.1	Melbourne Bioinformatics, Galaxy Australia	True	False
Viral Amplicon Analysis Pipeline for ONT Data	WorkflowHub	2195	https://workflowhub.eu/workflows/2195?version=1	Tristan Reynolds, Ammar Aziz	amplicon, mpox, ont, virus, mpxv, phylogeny	2026-06-18	2026-06-25	1	1	12.0	__BUILD_LIST__, mosdepth, regex1, artic_minion, multiqc, bedtools_makewindowsbed, XY_Plot_1, fastplong, tp_cat	Validation, Mapping, Sequence alignment, Sequencing quality control	Bioinformatics, Biomedical science, Genomics, Virology	MIT	10.48546/workflowhub.workflow.2195.1	Melbourne Bioinformatics, Galaxy Australia	True	False
Taxonomy Assignment with QIIME2	WorkflowHub	2098	https://workflowhub.eu/workflows/2098?version=1	Tristan Reynolds, Amy Loughman	amplicon, microbiome, taxonomic-classification	2026-03-02	2026-05-13	1	1	19.0	biom_convert, qiime_extract_viz, tabular_to_csv, csv_to_tabular, qiime2_core__tools__import, qiime2__feature_classifier__fit_classifier_naive_bayes, qiime2__feature_classifier__classify_sklearn, tp_easyjoin_tool, qiime2__feature_classifier__extract_reads, qiime2__feature_table__tabulate_seqs, qiime2_core__tools__export, qiime2__feature_table__summarize, qiime2__taxa__barplot, Remove beginning1	Formatting, Demultiplexing, Taxonomic classification, Visualisation	Taxonomy	CC-BY-4.0	10.48546/workflowhub.workflow.2098.1	Melbourne Bioinformatics, Galaxy Australia	True	False
Taxonomy classification using Kraken2 and Bracken	WorkflowHub	1199	https://workflowhub.eu/workflows/1199?version=2	Valentine Murigneux, Mike Thang	gucfg2galaxy, metagenomics, name:collection, shotgun	2024-12-10	2024-12-10	2	2	29.0	"krakentools_kreport2krona, Extract column name and fraction_total_reads from Bracken report
Cut1, collection_column_join, add_line_to_file, Prepare alpha diversity summary file (paste sample identifiers and Simpson results)
Paste1, cat_multiple, regex1, Prepare alpha diversity summary file
Paste1, krakentools_combine_kreports, __RELABEL_FROM_FILE__, Prepare alpha diversity summary file (paste Simpson and Fisher results)
Paste1, krakentools_beta_diversity, kraken2, Fisher results contains a header line we want to exclude ""Fisher's alpha...loading""
Show tail1, krakentools_alpha_diversity, collection_element_identifiers, taxonomy_krona_chart, est_abundance"	Taxonomic classification, Statistical calculation, Aggregation, Visualisation	Metagenomics, Taxonomy	CC-BY-4.0	10.48546/workflowhub.workflow.1199.2	QCIF Bioinformatics	True	False
Analyses of shotgun metagenomics data with MetaPhlAn2	WorkflowHub	624	https://workflowhub.eu/workflows/624?version=1	Valentine Murigneux, Mike Thang, Saskia Hiltemann, Bérénice Batut	gucfg2galaxy, metagenomics, shotgun	2023-10-26	2026-05-13	1	1	17.0	, humann2, humann2_regroup_table, metaphlan2krona, merge_metaphlan_tables, Cut1, metaphlan2, taxonomy_krona_chart, humann2_renorm_table	Visualisation, Taxonomic classification	Metagenomic sequencing, Metagenomics	CC-BY-4.0	10.48546/workflowhub.workflow.624.1	QCIF Bioinformatics	True	False
Workflow 7 : Beta Diversity [16S Microbial Analysis With Mothur]	WorkflowHub	653	https://workflowhub.eu/workflows/653?version=1	Saskia Hiltemann, Bérénice Batut, Dave Clements, Ahmed Mehdi	metagenomics	2023-11-09	2026-05-13	1	1	4.0	mothur_dist_shared, newick_display, mothur_tree_shared, mothur_heatmap_sim	Sequence read processing, Taxonomic classification, DNA barcoding, Phylogenetic tree analysis, Phylogenetic tree reconstruction, Phylogenetic tree generation, Phylogenetic analysis, Sequence clustering, Sequencing quality control, Visualisation		CC-BY-4.0		QCIF Bioinformatics	True	False
Workflow 6: Alpha Diversity [16S Microbial Analysis With Mothur]	WorkflowHub	652	https://workflowhub.eu/workflows/652?version=1	Saskia Hiltemann, Bérénice Batut, Dave Clements, Ahmed Mehdi	metagenomics	2023-11-09	2026-05-13	1	1	3.0	mothur_summary_single, mothur_rarefaction_single, XY_Plot_1	Sequence read processing, Taxonomic classification, DNA barcoding, Phylogenetic analysis, Sequence clustering, Sequencing quality control, Visualisation		CC-BY-4.0		QCIF Bioinformatics	True	False
Workflow 5: OTU Clustering [16S Microbial Analysis With Mothur]	WorkflowHub	651	https://workflowhub.eu/workflows/651?version=1	Saskia Hiltemann, Bérénice Batut, Dave Clements, Ahmed Mehdi	metagenomics	2023-11-09	2026-05-13	1	1	5.0	mothur_count_groups, mothur_cluster_split, mothur_make_shared, mothur_sub_sample, mothur_classify_otu	Sequence read processing, Taxonomic classification, DNA barcoding, Phylogenetic analysis, Sequence clustering, Sequencing quality control, Visualisation		CC-BY-4.0		QCIF Bioinformatics	True	False
Workflow 3: Classification [Galaxy Training: 16S Microbial Analysis With Mothur]	WorkflowHub	650	https://workflowhub.eu/workflows/650?version=1	Saskia Hiltemann, Bérénice Batut, Dave Clements, Ahmed Mehdi	metagenomics	2023-11-09	2026-05-13	1	1	2.0	mothur_remove_lineage, mothur_classify_seqs	Sequence read processing, Taxonomic classification, DNA barcoding, Phylogenetic analysis, Sequence clustering, Sequencing quality control, Visualisation		CC-BY-4.0		QCIF Bioinformatics	True	False
Workflow 1: Further Quality Control [16S Microbial Analysis With Mothur]	WorkflowHub	648	https://workflowhub.eu/workflows/648?version=1	Saskia  Hiltemann, Bérénice Batut, Dave Clements, Ahmed Mehdi	metagenomics	2023-11-09	2026-05-13	1	1	5.0	mothur_unique_seqs, mothur_count_seqs, mothur_screen_seqs, mothur_summary_seqs	Sequence read processing, Taxonomic classification, DNA barcoding, Phylogenetic analysis, Sequence clustering, Sequencing quality control, Visualisation		CC-BY-4.0		QCIF Bioinformatics	True	False
Workflow 2: Data Cleaning And Chimera Removal [16S Microbial Analysis With Mothur]	WorkflowHub	649	https://workflowhub.eu/workflows/649?version=1	Saskia Hiltemann, Bérénice Batut, Dave Clements, Ahmed Mehdi	metagenomics	2023-11-09	2026-05-13	1	1	9.0	mothur_pre_cluster, mothur_filter_seqs, mothur_summary_seqs, mothur_unique_seqs, mothur_chimera_vsearch, mothur_screen_seqs, mothur_remove_seqs	Sequence read processing, Taxonomic classification, DNA barcoding, Phylogenetic analysis, Sequence clustering, Sequencing quality control, Visualisation		CC-BY-4.0		QCIF Bioinformatics	True	False
TB Variant Analysis v1.0	WorkflowHub	1035	https://workflowhub.eu/workflows/1035?version=1	Peter van Heusden	pathogen, tuberculosis	2024-06-07	2026-05-13	1	1	15.0	fastp, bcftools_consensus, mosdepth, qualimap_bamqc, __FLATTEN__, tbvcfreport, EMBOSS: seqret84, tb_profiler_profile, tp_sed_tool, multiqc, snippy, kraken2, tb_variant_filter, tp_awk_tool	Global alignment, Phylogenetic tree visualisation, Sequence analysis, Validation, Taxonomic classification, Local alignment, Sequence contamination filtering, Phylogenetic tree generation, Sequence alignment analysis, Variant calling, Sequence alignment, Sequencing quality control, Antimicrobial resistance prediction	Genetic variation, Infectious disease, Microbiology, Public health and epidemiology, Sequence assembly	AGPL-3.0-or-later		SANBI Pathogen Bioinformatics	True	False
Workflow 3: AMR - SeqSero2/SISTR	WorkflowHub	407	https://workflowhub.eu/workflows/407?version=1		bioinformatics, antimicrobial resistance	2022-11-24	2026-05-13	1	1	14.0	kma_map, srst2, bbtools_tadpole, bbtools_bbduk, shovill, __UNZIP_COLLECTION__, mob_recon, hamronize_summarize, sistr_cmd, seqsero2, hamronize_tool	Read binning, Sequence trimming, Multilocus sequence typing, Read mapping, Parsing, Genome indexing, Data handling, Sequence analysis, Genome alignment, Sequence contamination filtering, Antimicrobial resistance prediction, Genome assembly, RNA-Seq analysis, Sequence alignment, Clustering, Visualisation		GPL-3.0		Seq4AMR	True	False
Workflow 2: Sciensano	WorkflowHub	644	https://workflowhub.eu/workflows/644?version=1			2023-11-07	2026-05-13	1	1	1.0	pipeline_stec_1.0			CC-BY-4.0		Seq4AMR	True	False
Workflow 4: Staramr	WorkflowHub	470	https://workflowhub.eu/workflows/470?version=1		10.3390/microorganisms10020292, amr, amr-detection, bioinformatics, antimicrobial resistance	2023-05-11	2026-05-13	1	1	10.0	collapse_dataset, abricate, shovill, tp_find_and_replace, hamronize_summarize, staramr_search, hamronize_tool	Data handling, Genome assembly, Parsing, Antimicrobial resistance prediction		GPL-3.0		Seq4AMR	True	False
Workflow 1: AbritAMR	WorkflowHub	634	https://workflowhub.eu/workflows/634?version=1			2023-10-31	2026-05-13	1	1	1.0	abritamr	Antimicrobial resistance prediction		CC-BY-4.0		Seq4AMR	True	False
AMR-Pathfinder	WorkflowHub	1189	https://workflowhub.eu/workflows/1189?version=2	Helena Rasche, Dennis Dollée, Birgit Rijvers	amr, amr-detection, benchamrking	2024-11-14	2026-05-13	2	2	36.0	, cat1, hamronize_summarize, cat_multi_datasets, tp_text_file_with_recurring_lines, datamash_ops, addValue, tp_split_on_column, staramr_search, hamronize_tool, abricate, __MERGE_COLLECTION__, shovill, tp_find_and_replace, Grep1, Cut1, collapse_dataset, __APPLY_RULES__, cast	Data handling, Genome assembly, Parsing, Antimicrobial resistance prediction		MIT		Seq4AMR, ErasmusMC Clinical Bioinformatics	True	False
Training: 16S rRNA Analysis with Nanopore Sequencing Reads	https://usegalaxy.eu	2a093e63ebf6876b	https://usegalaxy.eu/published/workflow?id=2a093e63ebf6876b		metagenomics, name:microgalaxy	2025-12-01	2026-06-12	3	3		fastqc, fastp, multiqc, datamash_reverse, kraken2, Remove beginning1, tp_replace_in_line, taxonomy_krona_chart, porechop	Validation, Taxonomic classification, Statistical calculation, Sequence composition calculation, Visualisation, Sequencing quality control, Sequence contamination filtering					True	False
Sadowsky_MetaG-DBgen_02102026	https://usegalaxy.eu	7be08f99f83c927e	https://usegalaxy.eu/published/workflow?id=7be08f99f83c927e	Subina Mehta	name:microgalaxy	2026-02-10	2026-06-09	1	1		fastqc, collapse_dataset, query_tabular, fasta_merge_files_and_filter_unique_sequences, regex1, regexColumn1, cat_bins, trim_galore, fasta2tab, eggnog_mapper, fraggenescan, Remove beginning1, tab2fasta, validate_fasta_database, tp_cat, maxbin2	Primer removal, Homology-based gene prediction, Read pre-processing, Sequence trimming, Gene prediction, Taxonomic classification, Fold recognition, Sequence composition calculation, Information extraction, Genome annotation, Sequence assembly, Statistical calculation, Query and retrieval, Sequencing quality control, Coding region prediction		CC-BY-4.0			True	False
Copy of Metaproteomics_GTN shared by user engy.nasr	https://usegalaxy.eu	6ca1b4fe047a03d2	https://usegalaxy.eu/published/workflow?id=6ca1b4fe047a03d2		proteomics, name:microgalaxy	2026-04-27	2026-04-27	1	1		query_tabular, unipept, sqlite_to_tabular, peptide_shaker, search_gui	Prediction and recognition, Visualisation					True	False
MetaG_extended	https://usegalaxy.eu	8c91345ed468e22d	https://usegalaxy.eu/published/workflow?id=8c91345ed468e22d		name:microgalaxy	2025-10-01	2026-02-04	0	0		fastqc, coverm_contig, checkm_lineage_wf, quast, coverm_genome, interproscan, tp_grep_tool, hmmer_hmmscan, sort1, cat_bins, trim_galore, fasplit, fraggenescan, tp_awk_tool, tp_cat, maxbin2	Sequence assembly validation, Sequence trimming, Gene prediction, Taxonomic classification, Protein feature detection, Sequence motif recognition, Sequence database search, Multiple sequence alignment, Sequence assembly, Statistical calculation, Format validation, Sequencing quality control, Primer removal, Probabilistic sequence generation, Formatting, Read pre-processing, Conversion, Validation, Sequence profile generation, Database search, Sequence composition calculation, Local alignment, Coding region prediction, Sequence generation, Data retrieval, Visualisation					True	False
Metagenomic Taxonomy Analysis 	https://usegalaxy.eu	7491883694fff308	https://usegalaxy.eu/published/workflow?id=7491883694fff308	Bérénice Batut, Géraldine Piot, Mina Hojat Ansari	name:metagenomics, microbiome, diversity, name:microgalaxy	2025-11-28	2025-12-17	3	3		cat1, krakentools_kreport2krona, sylph_profile, add_line_to_file, metaphlan, metaphlan2krona, kraken2, Remove beginning1, taxpasta, collection_element_identifiers, taxonomy_krona_chart, datamash_transpose, est_abundance	Formatting, Conversion, Taxonomic classification, Statistical calculation, Standardisation and normalisation, Aggregation, Visualisation		MIT			True	False
Quality control of bins generated by MetaBAT2, MaxBin2, SemiBin, and CONCOCT	https://usegalaxy.eu	7371b6918e895e0c	https://usegalaxy.eu/published/workflow?id=7371b6918e895e0c	Bérénice Batut	microbiome, name:microgalaxy	2025-12-01	2025-12-08	16	16		checkm2, __MERGE_COLLECTION__, __FLATTEN__, regex1, __RELABEL_FROM_FILE__, multiqc, collection_element_identifiers	Sequence assembly validation, Validation, Statistical calculation, Sequence composition calculation, Sequencing quality control		MIT			True	False
pAllori Amplicon 16S Pre-Processing and Taxonomy Classification	https://usegalaxy.eu	466bdd8ba7b67264	https://usegalaxy.eu/published/workflow?id=466bdd8ba7b67264	Engy Nasr, Paul Zierep	name:microgalaxy, name:16s, name:metagenomics, name:pallori	2023-06-30	2025-11-18	193	193		calculate_numeric_param, lotus2, phyloseq_from_biom, decontam, phyloseq_add_rank_names, phyloseq_tax_glom, biom_convert, mmuphin, ampvis2_ordinate, ampvis2_heatmap, Remove beginning1, param_value_from_file, tp_cut_tool, tp_awk_tool, fastqc, compose_text_param, unzip, ampvis2_export_otu, datamash_transpose, maaslin2, bg_column_arrange_by_header, __FLATTEN__, regex1, volcanoplot, multiqc, tp_easyjoin_tool, ampvis2_load, ampvis2_subset_samples	Classification, Formatting, Validation, Sequence composition calculation, DNA barcoding, Filtering, Analysis, Deposition, Statistical calculation, Standardisation and normalisation, Sequence feature detection, Sequencing quality control, Visualisation		MIT			True	False
Metagenomic Taxonomy and Functional Analysis	https://usegalaxy.eu	cb2df493f5e334f7	https://usegalaxy.eu/published/workflow?id=cb2df493f5e334f7	Bérénice Batut, Géraldine Piot	name:metagenomics, microbiome, diversity, name:microgalaxy	2024-12-20	2025-11-13	18	18		cat1, sylph_profile, sort1, humann, metaphlan, tp_sed_tool, tp_text_file_with_recurring_lines, tp_replace_in_line, krakentools_kreport2krona, humann_renorm_table, humann_rename_table, Remove beginning1, collection_element_identifiers, tp_awk_tool, csv_to_tabular, add_line_to_file, taxpasta, est_abundance, collapse_dataset, datamash_transpose, humann_regroup_table, humann_unpack_pathways, __UNZIP_COLLECTION__, fastq_paired_end_interlacer, tp_easyjoin_tool, kraken2, krakentools_alpha_diversity, taxonomy_krona_chart, collection_column_join	Species frequency estimation, Formatting, Conversion, Taxonomic classification, Aggregation, Phylogenetic analysis, Statistical calculation, Standardisation and normalisation, Visualisation		MIT			True	False
pAllori Blood RNA	https://usegalaxy.eu	ca9d3233b0912765	https://usegalaxy.eu/published/workflow?id=ca9d3233b0912765	Engy Nasr, Paul Zierep	name:microgalaxy, name:pallori, name:bloodrna, name:umi, name:barcode, name:transcriptomics	2023-07-02	2025-06-26	48	48		fastqc, umi_tools_dedup, umi_tools_extract, rna_star, multiqc, featurecounts, __FILTER_FAILED_DATASETS__, collection_column_join	RNA-Seq quantification, Read summarisation, Validation, Statistical calculation, Sequence composition calculation, Sequence alignment, Sequencing quality control		MIT			True	False
 pAllori ASiam Preprocessing MT	https://usegalaxy.eu	72e3e5fdc766e24a	https://usegalaxy.eu/published/workflow?id=72e3e5fdc766e24a	Bérénice Batut, Pratik Jagtap, Subina Mehta, Ray Sajulga, Emma Leith, Praveen Kumar, Saskia Hiltemann, Paul Zierep, Engy Nasr	name:microgalaxy, name:adaptedasiam, name:metatranscriptomics, name:preprocessing	2023-06-30	2025-06-17	29	29		fastqc, fastp, __FLATTEN__, bowtie2, multiqc, __FILTER_FAILED_DATASETS__, bg_sortmerna	Validation, Sequence composition calculation, Sequence similarity search, Sequence contamination filtering, Read mapping, Sequence alignment analysis, Statistical calculation, Sequence comparison, Sequencing quality control		MIT			False	False
 pAllori ASiam Community Profile MT	https://usegalaxy.eu	05f5f040337786bf	https://usegalaxy.eu/published/workflow?id=05f5f040337786bf	Engy Nasr, Bérénice Batut	name:microgalaxy, name:metatranscriptomics, name:adaptedasiam, name:communityprofiling	2023-06-30	2025-06-09	16	16		export2graphlan, graphlan, metaphlan, graphlan_annotate, Cut1, taxonomy_krona_chart	Phylogenetic inference, Phylogenetic tree visualisation, Conversion, Taxonomic classification, Phylogenetic tree editing, Visualisation		MIT			False	False
pAllori ASiam Functional Information MT	https://usegalaxy.eu	a7a6d8ecc2795f58	https://usegalaxy.eu/published/workflow?id=a7a6d8ecc2795f58	Bérénice Batut, Pratik Jagtap, Subina Mehta, Ray Sajulga, Emma Leith, Praveen Kumar, Saskia Hiltemann, Paul Zierep, Engy Nasr	name:microgalaxy, name:metatranscriptomics, name:adaptedasiam, name:functionalprofiling	2023-07-07	2025-06-09	6	6		humann_regroup_table, humann_unpack_pathways, humann_renorm_table, humann, humann_rename_table, humann_split_stratified_table, tp_find_and_replace, Grep1, Cut1, combine_metaphlan2_humann2	Species frequency estimation, Phylogenetic analysis, Taxonomic classification		MIT			False	False
